"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0001.tif","Page","Page 1","1","ark:/21198/z11g2mqn","ark:/21198/z1f21074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21074",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0002.tif","Page","Page 2","2","ark:/21198/z11g2mqn","ark:/21198/z19907mr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19907mr",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0003.tif","Page","Page 3","3","ark:/21198/z11g2mqn","ark:/21198/z15h9gv1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9gv1",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0004.tif","Page","Page 4","4","ark:/21198/z11g2mqn","ark:/21198/z11r8r38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8r38",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0005.tif","Page","Page 5","5","ark:/21198/z11g2mqn","ark:/21198/z1x087jc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x087jc",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0006.tif","Page","Page 6","6","ark:/21198/z11g2mqn","ark:/21198/z1s77gtn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77gtn",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0007.tif","Page","Page 7","7","ark:/21198/z11g2mqn","ark:/21198/z1ng6r6p","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6r6p",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0008.tif","Page","Page 8","8","ark:/21198/z11g2mqn","ark:/21198/z1ht4pw8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4pw8",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0009.tif","Page","Page 9","9","ark:/21198/z11g2mqn","ark:/21198/z1d23z75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23z75",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0010.tif","Page","Page 10","10","ark:/21198/z11g2mqn","ark:/21198/z18936ht","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18936ht",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0011.tif","Page","Page 11","11","ark:/21198/z11g2mqn","ark:/21198/z14j2fq6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j2fq6",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0012.tif","Page","Page 12","12","ark:/21198/z11g2mqn","ark:/21198/z10s1pz1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1pz1",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0013.tif","Page","Page 13","13","ark:/21198/z11g2mqn","ark:/21198/z1w116f0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w116f0",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0014.tif","Page","Page 14","14","ark:/21198/z11g2mqn","ark:/21198/z1r80ftm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80ftm",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0015.tif","Page","Page 15","15","ark:/21198/z11g2mqn","ark:/21198/z1mk8df5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8df5",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0016.tif","Page","Page 16","16","ark:/21198/z11g2mqn","ark:/21198/z1gt7nsb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7nsb",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0017.tif","Page","Page 17","17","ark:/21198/z11g2mqn","ark:/21198/z1c26x2b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26x2b",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0018.tif","Page","Page 18","18","ark:/21198/z11g2mqn","ark:/21198/z179657n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz179657n",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0019.tif","Page","Page 19","19","ark:/21198/z11g2mqn","ark:/21198/z13j5dgg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5dgg",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0020.tif","Page","Page 20","20","ark:/21198/z11g2mqn","ark:/21198/z1zs4x23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4x23",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0021.tif","Page","Page 21","21","ark:/21198/z11g2mqn","ark:/21198/z1v145dz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v145dz",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0022.tif","Page","Page 22","22","ark:/21198/z11g2mqn","ark:/21198/z1qc2412","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2412",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0003_0023.tif","Page","Page 23","23","ark:/21198/z11g2mqn","ark:/21198/z1km1cdp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1cdp",""
