Title,Project Name,Item ARK,Parent ARK,Object Type,viewingHint,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Name.illuminator,Language,Author,AltTitle.other,Description.note,Date.creation,Summary,Date.normalized,Description.adminnote,Description.contents,Condition note,Illustrations note,Description.colophon,Description.history,Binding note,Format.extent,Alt ID.local,Format.dimensions,Relation.isPartOf,AltTitle.uniform,Place of origin
Manuscript No. 13 Nerses Lambronac'i's Commentary on the Divine Liturgy,Armenian Manuscripts,ark:/21198/zz00256zs8,ark:/21198/zz0009gx2d,Work,paged,,,text,Manuscripts|~|Illuminations,pd,,"University of California, Los Angeles. Library. Department of Special Collections",,arm,"Nerses, of Lambron, Saint, 1153-1198",Meknutʻiwn pataragamatoyc' aghotic'n/ Nersēs Lambronatsʻi,,A.D. 1811,"Text in modern sheghagir (fols. 1-19) and notragir (19-128), written in different hands in one column of 26 lines (fols. 1-20v), then in 31 lines (fols. 21-128). Subtitles in red bolorgir or notragir, and large initials in red erkat'agir. Althoug the blank pages at the end of the codex suggest that the text was copied in a bound book, the scribe has written the letters of the Armenian alphabet in the lowe margins of some pages (e.g. fols 4v and 5), conveying the impression that they are the numbers of the quires; actually, however, they do not correspond to the gatherings, the scribe has also numbered the pages of the codex with Arabic numerals.According to the colophon (fol. 128), the  MS was written at Madras, India in 1811. The priest Grigor Ter Hayrapetian, who wrote this colophon, states that the codex was copied partly bu himself and partly by others, whom he does not name.Nerses Lambronac'i (1153-98), one of the most outstanding clerical authors in Cilician Armenia, is the author of numerous commentaries, homilies, treatises, hymns, encomias, and other works. He also traslated commentaries and canonical, liturgical, and other religious texts from Greek and Latin. His ""Commentary on the Divine Liturgy,"" written in 1177, was published in Jerusalem in 1842 and at Venice in 1847.",1811,,"The MS is a copy of the ""Commentary on the Divine Liturgy"" by Nerses Lambronac'i. The text is divided into 82 chapters. The principal divisions of the book are as follows:Fols. 1-2v. Index to the Commentary of Prayers of the Divine Liturgy by Nerses Lambronac'i) (fol. 3-3v is blank.)Fols. 4-128.  Text of the Commentary, divided into 82 chapters.Fol. 128.  Colophon dated A.D. 1811.Fols. 128v-140v.  Blank.","Good state of preservation. The inks of thetext have bled, affecting its legibility.","The illustrations in this codex consist of one headpiece and 70 decorative initials. The headpiece (fol. 4) is unfinished; it was sketched out in pencil, and the frame is outlined in red ink. The large initial of the opening line of text on this page is formed by a peacock. The decorative initials throughout the book are labored attempts at traditional Cilician forms.  They are drawn in lead pencil and finished either in the red and black inks used for the text (e.g. fols. 1, 4v, 8), or in blue- and apricot- colored pencils (e.g., fols. 16v, 17v, 18). Several initials were not completed (e.g., 35, 35v). The majority of the initials have ornate designs; others are formed by birds.",Fol. 128. At the end of the text of the Commentary in bolorgir.,,"Not a traditional Armenian binding. Executed in 19th century. Brown/red sprinkled leather over pasteboards. No tooling except on spine, where eight gold-tooled horizontal decorative lines divide tje spine into seven panels. Red and white silk endbands, with bead on the edge. Poor pastedown. Blue sprinkled edges. Sewn on four raised cords; no notches. Watermark: (1805"" and crown with pipe and fleur-de-lis.","140 fols. : paper, ill.",,22 x17 cm. (9 x 7 in.),,Commentary on The Divine Liturgy,
Manuscript No. 13: front cover,Armenian Manuscripts,ark:/21198/zz000911td,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz000911td-1-master.tif,1,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: inside front cover [pastedown],Armenian Manuscripts,ark:/21198/zz000911vx,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz000911vx-1-master.tif,2,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: endsheet recto [blank page],Armenian Manuscripts,ark:/21198/zz000911wf,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz000911wf-1-master.tif,3,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: endsheet verso [blank page],Armenian Manuscripts,ark:/21198/zz000911xz,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz000911xz-1-master.tif,4,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: endsheet recto [blank page],Armenian Manuscripts,ark:/21198/zz000911zg,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz000911zg-1-master.tif,5,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: endsheet verso [blank page],Armenian Manuscripts,ark:/21198/zz0009120g,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz0009120g-1-master.tif,6,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 1 recto,Armenian Manuscripts,ark:/21198/zz00091210,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz00091210-1-master.tif,7,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 1 verso,Armenian Manuscripts,ark:/21198/zz0009122h,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz0009122h-1-master.tif,8,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 2 recto,Armenian Manuscripts,ark:/21198/zz00091231,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz00091231-1-master.tif,9,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 2 verso,Armenian Manuscripts,ark:/21198/zz0009124j,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz0009124j-1-master.tif,10,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 3 recto,Armenian Manuscripts,ark:/21198/zz00091252,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz00091252-1-master.tif,11,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 3 verso,Armenian Manuscripts,ark:/21198/zz0009126k,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz0009126k-1-master.tif,12,text,,,,,,,,,,,,,,,,,,,,,,,,,
Manuscript No. 13: fol. 4 recto,Armenian Manuscripts,ark:/21198/zz00091273,ark:/21198/zz00256zs8,Page,,mscollection2089/masters/21198-zz00091273-1-master.tif,13,text,,,,,,,,,,,,,,,,,,,,,,,,,
