"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsrvj","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dsrvj_780137_master.tif","1","","","","","","","","","","","","","spa","","","","","","","","","Cover","clusc_1_1_00012476a","","","","","Disenos","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsrvj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsskw","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dsskw_780154_master.tif","2","","","","","","","","","","","","","spa","","","","","","","","","Index to ranchos","clusc_1_1_00013002a","","An alphabetical combined listing of the following elements:  rancho names, owner(s)' names, some named secondary features, permutations of words (e.g., La Habra & Habra, La; or Paso de la Tijera & Tijera, Paso de la), alternative versions of names, names associated with adjoining properties.","","","Index","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsskw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dssmd","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dssmd_780169_master.tif","3","","","","","","","","","","","","","spa","","","","","","","","","El Conejo (plan)","clusc_1_1_00012477a","","Embossed seal of The Pacific Coast Abstract Bureau, Los Angeles, Cal. Owner(s) [as indicated on page]:  Jose de la Guerra y Norieja; dated: Dec. 31, [18]53.","","","Plan al parage concedo biejo el n[-----] del Conejo.","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dssmd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dssnx","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dssnx_780178_master.tif","4","","","","","","","","","","","","","spa","","","","","","","","","El Conejo (expediente)","clusc_1_1_00012478a","","Embossed seal of The Pacific Coast Abstract Bureau, Los Angeles, Cal. Owner(s) [as indicated on page]:  Maria del Carmen Rodriguez; dated: 2/1/[18]53.","","","Sitio del Conejo","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dssnx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dsspf","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dsspf_780197_master.tif","5","","","","","","","","","","","","","spa","","","","","","","","","San Pascual (part)","clusc_1_1_00012479a","","Embossed seal of The Pacific Coast Abstract Bureau, Los Angeles, Cal.  Owner(s) [as indicated on page]:  Heirs of Jose Perez, part of San Pascual; dated:  June 14/[18]52.","","","Dicusto[?] del Parage de S[a]n Pascual..","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dsspf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dstrz","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dstrz_780212_master.tif","6","","","","","","","","","","","","","spa","","","","","","","","","Lugo, Antonio Maria (property)","clusc_1_1_00012480a","","Owner(s) [as indicated on page]:  Antonio Maria Lugo; dated:  Sep. 1, [18]52; Lugo's property is file 308.","","","San Antonio; Plan del sitio ocupade por el Giu. de Ant. Ma. Lugo","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dstrz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dstsg","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dstsg_780232_master.tif","7","","","","","","","","","","","","","spa","","","","","","","","","La Canada (map)","clusc_1_1_00012481a","","Embossed seal of The Pacific Coast Abstract Bureau, Los Angeles, Cal. Owner(s) [as indicated on page]:  Jonathan R. Scott et al.","","","Map of Rancho Canada ..","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dstsg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dstt0","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dstt0_780235_master.tif","8","","","","","","","","","","","","","spa","","","","","","","","","La Canada","clusc_1_1_00012482a","","Owner(s) [as indicated on page]:  Scott and Hays [Hayes in index]; dated Sep. 1, 1852.","","","El terrena serace[?] dos sitios","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dstt0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dstvh","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dstvh_780238_master.tif","9","","","","","","","","","","","","","spa","","","","","","","","","San Francisco","clusc_1_1_00012483a","","No owner(s) indicated on page; no date on page.","","","Diseno del Rancho de S[a]n Fran[cis]co","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dstvh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dstw1","ark:/21198/zz001dsrt1","2","Completed","Page","boundman170/masters/21198-zz001dstw1_780241_master.tif","10","","","","","","","","","","","","","spa","","","","","","","","","Canada de la Brea","clusc_1_1_00012484a","","Owner(s) [as indicated in index]:  Dalton, Enrique (Henry); dated:  Aug. 18, 1853.","","","Canada de la Brea","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dstw1",""
