Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24n9,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_18_LA_Harbor_Dept_1928_copy1_of_map.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Los Angeles (Calif.)--Harbor--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles harbor and vicinity,1928,,,,,,Los Angeles Harbor (Calif.),,,,,,,G4364_LA_P55_18_LA_Harbor_Dept_1928_copy1_of_map,,,1928,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24pt,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_1911.tif,,,,,,,cartographic,map,pd_usfed,unknown,"Pierce, R. E.",United States. Army. Corps of Engineers. Engineer Office.,eng,,,Los Angeles (Calif.)--Harbor--Maps|~|Los Angeles Harbor (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Los Angeles Harbor, California",1911,,The Office,"Depths shown by isolines and soundings.|~|U.S. Engineer Office, Los Angeles, Cal. ; R.E. Pierce, fec.|~|Blue line print.","Los Angeles, Cal|~|cau",1 map : photocopy ; 48 x 43 cm.,Los Angeles Harbor (Calif.),24665624,G4364 L.A. P55 1911,,3503116,18000,,G4364_LA_P55_1911,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24qb,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_19_HDCLA_1935_copy2.tif,,,,,,,cartographic,map,pd_usfed,unknown,,Port of Los Angeles,eng,Harbors--California--Los Angeles--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles harbor and vicinity,1935,,Harbor Dept. of the City of Los Angeles,"Includes location maps and index.|~|""7109-3.""","[Los Angeles, Calif.]|~|cau",1 map : col. ; 78 x 50 cm.,California|~|Los Angeles,24776169,G4364 L.A. P55 19 HDCLA 1935,,2242695,19000,,G4364_LA_P55_19_HDCLA_1935_copy2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24rv,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_19_HD_1932.tif,,,,,,,cartographic,map,pd_usfed,unknown,,Port of Los Angeles,eng,Harbors--California--Los Angeles--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles harbor and vicinity,1932,,Harbor Dept. of the City of Los Angeles,"Includes location maps and index.|~|""7109-3.""","cau|~|[Los Angeles, Calif.]",1 map : col. ; 79 x 51 cm.,Los Angeles|~|California,24728840,G4364 L.A. P55 19 HD 1932,,2242696,19000,,G4364_LA_P55_19_HD_1932,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24sc,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_19_LABHC_1939.tif,,,,,,,cartographic,map,pd_usfed,unknown,,Los Angeles (Calif.). Board of Harbor Commissioners.,eng,Harbors--California--Los Angeles--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles harbor and vicinity,1940|~|1939,,Board of Harbor Commissioners of the City of Los Angeles,"Includes location maps and index.|~|""7109-3.""","[Los Angeles, Calif.]|~|cau",1 map : col. ; 78 x 50 cm.,California|~|Los Angeles,24776144,G4364 L.A. P55 19 LABHC 1939,,2241905,19000,,G4364_LA_P55_19_LABHC_1939,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24tw,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_19_LABHC_1940.tif,,,,,,,cartographic,map,unknown|~|public domain,unknown,,Los Angeles (Calif.). Board of Harbor Commissioners.,eng,Harbors--California--Los Angeles--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles harbor and vicinity,1940,,Board of Harbor Commissioners of the City of Los Angeles,"Includes location maps and index.|~|""7109-3.""","cau|~|[Los Angeles, Calif.]",1 map : col. ; 78 x 50 cm.,Los Angeles|~|California,24776147,G4364 L.A. P55 19 LABHC 1940,,2241904,19000,,G4364_LA_P55_19_LABHC_1940,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24vd,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_20_CE_1943.tif,,,,,,,cartographic,map,pd_usfed,,,United States. Army. Corps of Engineers.,eng,Los Angeles (Calif.)--Harbor--Maps,,San Pedro Bay (Calif. : Bay)--Maps|~|Los Angeles Harbor (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Battle Map,1943,,,,,,San Pedro Bay (Calif.)|~|Los Angeles Harbor (Calif.),,,,,,,G4364_LA_P55_20_CE_1943,,,1943,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c24wx,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_35_LAHD_1930.tif,,,,,,,cartographic,map,pd_usfed,unknown,,Port of Los Angeles,eng,Harbors--California--Los Angeles--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles harbor and vicinity,1930,,Harbor Dept. of the City of Los Angeles,Includes location maps and index.,"[Los Angeles, Calif.]|~|cau",1 map : col. ; 40 x 26 cm.,Los Angeles|~|California,24776013,G4364 L.A. P55 35 HDCLA 1930,,2242698,3700,,G4364_LA_P55_35_LAHD_1930,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c250z,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P55_DandM_ND.tif,,,,,,,cartographic,map|~|Aerial views.,unknown,unknown,,,eng,--Aerial views,,Long Beach (Calif.)--Maps|~|Long Beach Harbor (Calif.)--Maps|~|Los Angeles Harbor (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Bird's-Eye View of Long Beach - Los Angeles Harbor Showing Present Development and Proposed Improvements,,,,,,,Long Beach Harbor (Calif.)|~|Los Angeles Harbor (Calif.),,,,,,,G4364_LA_P55_DandM_ND,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c251g,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P61_16_NP_1945.tif,,,,,,,cartographic,map|~|Thematic maps.,pd_usfed,,,,eng,"Los Angeles (Calif.)--Maps, Topographic|~|Airports--California--Los Angeles County--Maps",,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ultimate Boundaries of the Los Angeles Airport with Suggested Landing Field Facilities Layout,1945,,,,,,Los Angeles (Calif.),,,,,,,G4364_LA_P61_16_NP_1945,,,1945,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2520,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_P61_NS_NP_c_1930.tif,,,,,,,cartographic,map,unknown,unknown,,,eng,Airplanes--Recognition|~|Airports--California--Los Angeles County--Maps,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Black and White Photograph of A Los Angeles Airport,c1930,,,,,,Los Angeles (Calif.),,,,,,,G4364_LA_P61_NS_NP_c_1930,,,1930,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c253h,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_S1_GSPC_1929.tif,,,,,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,,eng,Los Angeles (Calif.)--History--Maps|~|Los Angeles (Calif.)--Pictorial works|~|Los Angeles (Calif.)--Aerial views,,Los Angeles (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles as it Appeared in 1871 when the Germain Seed & Plant Co. was Established,1929,,,,,,Los Angeles (Calif.),,,,,,,G4364_LA_S1_GSPC_1929,,,1929,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2541,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_S1_NS_LAT_1931_image2.tif,,,,private,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Los Angeles in 1881.,,,,,,,,811140444,G4364 Los Angeles .S1 NS LAT 1931,,7050267,,,G4364_LA_S1_NS_LAT_1931_image2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c255j,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_SanPedroHarbor_P55_10_1887_copy2.tif,,,,,,,cartographic,map|~|Bathymetric maps.,unknown|~|public domain,unknown,,United States. Army. Corps of Engineers.,eng,Harbors--California--Wilmington--Maps|~|Harbors--California--San Pedro (Los Angeles)--Maps,,"San Pedro (Los Angeles, Calif.)--Maps|~|Wilmington (Los Angeles, Calif.)--Maps",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Wilmington and San Pedro harbors, California",1887,,U.S. Engineers,"Relief represented by contours.|~|""2389.""|~|Blueprint.","dcu|~|[Washington, D.C.]","1 map : photocopy, hand col. ; on sheet 77 x 97 cm.","California|~|Wilmington|~|San Pedro (Los Angeles)|~|Wilmington (Los Angeles, Calif.)|~|San Pedro (Los Angeles, Calif.)",26834430,G4364 LA San Pedro Harbor P55 10 1887,,3468304,10000,,G4364_LA_SanPedroHarbor_P55_10_1887_copy2,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c2562,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/Drawer26_folder3/G4364_LA_SanPedro_P55_1892.tif,,,,,,,cartographic,map,public domain,unknown,,"Gelette, W. D.",eng,Hydrogeology--Maps.,,San Pedro Bay (Calif. : Bay)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Borings on line of San Pedro Wharf,[1892],,U.S. Army Corps of Engineers,"Blueprint.|~|""June 1892.""|~|""3959.""","[Washington, D.C.]","1 map section : photocopy, hand col. ; on sheet 41 x 147 cm.",San Pedro Bay (Calif.),26834467,G4364 LA-San Pedro P55 1892,,1502805,,,G4364_LA_SanPedro_P55_1892,,,1892,,
