"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959qh","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959qh-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/qh/21198=zz000959qh/ark%2B=21198=zz000959qh.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Elmer Williams and “Kelly”; John Fahey|~|Location: Takoma Park, Maryland.|~|Title from tape: E. Williams * Blind J. Williams|~|Collected by: John Fahey; Richard Spottswood","If you feel like your in love, don’t just stand there","clym200203acwf049-64_side1-03","1958","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 45s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959qh%2Faudiowaveform.dat","","","105.205333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959qh/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959r1","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959r1-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/r1/21198=zz000959r1/ark%2B=21198=zz000959r1.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Collected by: John Fahey; Richard Spottswood|~|Location: Takoma Park, Maryland.|~|Performers: Elmer Williams; John Fahey|~|Title from tape: E. Williams * Blind J. Williams","If you feel like your in love, don’t just stand there (Instrumental)","clym200203acwf049-64_side1-04","","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 12s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959r1%2Faudiowaveform.dat","","","72.672","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959r1/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959sj","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959sj-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/sj/21198=zz000959sj/ark%2B=21198=zz000959sj.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Location: Takoma Park, Maryland.|~|Collected by: John Fahey; Richard Spottswood|~|Performer: John Fahey|~|Title from tape: E. Williams * Blind J. Williams","Buckstonk Blues (Instrumental solo)","clym200203acwf049-64_side1-05","1958","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 11s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959sj%2Faudiowaveform.dat","","","71.296","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959sj/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959t2","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959t2-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/t2/21198=zz000959t2/ark%2B=21198=zz000959t2.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Collected by: John Fahey; Bill Barth|~|Will the circle be unbroken;The Family who prays;If I could only hear my mother pray again;When the Saints go marcing in.|~|Performer: Blind Johnnie Williams|~|Location: Memphis, Tennessee.|~|Title from tape: E. Williams * Blind J. Williams","Religious Songs","clym200203acwf049-64_side1-06","1964-06","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","14m 15s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959t2%2Faudiowaveform.dat","","","855.712","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959t2/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959vk","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959vk-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/vk/21198=zz000959vk/ark%2B=21198=zz000959vk.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Art Chambers|~|Recorded by: D. K. Wilgus|~|Title from tape: Dernville * Chambers * Miller * Trammell * Baker * Street|~|Location: Kernville, California.","Buck Creek Girl & Eighth of January","clym200203acwf004-65_side1-01","1965-02-20","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 37s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959vk%2Faudiowaveform.dat","","","97.152","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959vk/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959w3","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959w3-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/w3/21198=zz000959w3/ark%2B=21198=zz000959w3.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Ernest Street; Dean Trammell; John H. Miller|~|Recorded by: D. K. Wilgus|~|Title from tape: Dernville * Chambers * Miller * Trammell * Baker * Street|~|Location: Kernville, California.","Jesse James","clym200203acwf004-65_side1-03","1965-02-20","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 53s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959w3%2Faudiowaveform.dat","","","173.568","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959w3/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959xm","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959xm-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/xm/21198=zz000959xm/ark%2B=21198=zz000959xm.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","(Hawaiian March);Cripple Creek;Bully of the Town;Cacklin’ Hen.|~|Recorded by: D. K. Wilgus|~|Performers: Art Chambers; Del Baker; Ernest Street; Dean Trammell; John H. Miller.|~|Location: Kernville, California.|~|Title from tape: Dernville * Chambers * Miller * Trammell * Baker * Street|~|Side I: Buck Creek Girl; Eighth of January; (Hawaiian March); Cripple Creek; Bully of the Town; Cacklin’ Hen; Jesse James; Cripple Creek; “Beverly Hillbillies” (Ballad of Jed Clampett); I Don’t Love Nobody; Arakansas Traveler; Silver Bell; Maiden’s Prayer; Liberty; Downfall of Paris or Mississippi Sawyer; Eighth of January; Chicken Reel; Cluckin’ Hen; Twinkle, Twinkle Little Star. Tape 4 of 5. Continued from 65/3. Continues on 65/5.","Dernville * Chambers * Miller * Trammell * Baker * Street.","clym200203acwf004-65_side1-02","1965-02-20","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","04m 42s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959xm%2Faudiowaveform.dat","","","282.773333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959xm/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz000959z4","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz000959z4-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/59/z4/21198=zz000959z4/ark%2B=21198=zz000959z4.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: D. K. Wilgus|~|Performers: Ernest Street; Dean Trammell; John H. Miller|~|Location: Kernville, California.|~|Title from tape: Dernville * Chambers * Miller * Trammell * Baker * Street","Cripple Creek","clym200203acwf004-65_side1-04","1965-02-20","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 42s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz000959z4%2Faudiowaveform.dat","","","162.944","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000959z4/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095b04","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095b04-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5b/04/21198=zz00095b04/ark%2B=21198=zz00095b04.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performers: Ernest Street; Dean Trammell; Del Baker|~|Recorded by: D. K. Wilgus|~|Location: Kernville, California.|~|Title from tape: Dernville * Chambers * Miller * Trammell * Baker * Street","“Beverly Hillbillies” (Ballad of Jed Clampett)","clym200203acwf004-65_side1-05","1965-02-20","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 35s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095b04%2Faudiowaveform.dat","","","95.445333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095b04/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00095b1n","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00095b1n-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/5b/1n/21198=zz00095b1n/ark%2B=21198=zz00095b1n.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: D. K. Wilgus|~|Performers: Ernest Street; Dean Trammell; Del Baker; Art Chambers|~|Location: Kernville, California.|~|Title from tape: Dernville * Chambers * Miller * Trammell * Baker * Street","I Don’t Love Nobody","clym200203acwf004-65_side1-06","1965-02-20","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","02m 25s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00095b1n%2Faudiowaveform.dat","","","145.28","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00095b1n/manifest"
