"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bprm4","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bprm4-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pr/m4/21198=zz002bprm4/ark%2B=21198=zz002bprm4.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Fiddle Styles III. Begin Shape Note Singing.","1975 Folk Festival. Fiddle Styles III. Begin Shape Note Singing (Item 12)","clym200203laff171-75_side1-12","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-17","01m 09s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bprm4%2Faudiowaveform.dat","","","69.461333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bprm4/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bprnn","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bprnn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pr/nn/21198=zz002bprnn/ark%2B=21198=zz002bprnn.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Shape Note Singing.","1975 Folk Festival. Shape Note Singing (Item 02)","clym200203laff172-75_side1-02","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-25","01m 48s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bprnn%2Faudiowaveform.dat","","","108.544","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bprnn/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bprp5","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bprp5-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pr/p5/21198=zz002bprp5/ark%2B=21198=zz002bprp5.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Fiddle Styles III. Begin Shape Note Singing.","1975 Folk Festival. Fiddle Styles III. Begin Shape Note Singing (Item 06)","clym200203laff171-75_side1-06","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-17","02m 45s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bprp5%2Faudiowaveform.dat","","","165.717333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bprp5/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bprqp","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bprqp-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pr/qp/21198=zz002bprqp/ark%2B=21198=zz002bprqp.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Fiddle Styles III. Begin Shape Note Singing.","1975 Folk Festival. Fiddle Styles III. Begin Shape Note Singing (Item 08)","clym200203laff171-75_side1-08","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-17","01m 38s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bprqp%2Faudiowaveform.dat","","","98.986667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bprqp/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bprr6","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bprr6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pr/r6/21198=zz002bprr6/ark%2B=21198=zz002bprr6.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Fiddle Styles III. Begin Shape Note Singing.","1975 Folk Festival. Fiddle Styles III. Begin Shape Note Singing (Item 10)","clym200203laff171-75_side1-10","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-17","03m 55s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bprr6%2Faudiowaveform.dat","","","235.690667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bprr6/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bpv8d","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bpv8d-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pv/8d/21198=zz002bpv8d/ark%2B=21198=zz002bpv8d.mp4{}","copyrighted","copyrighted","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Shape Note Singing.","1975 Folk Festival. Shape Note Singing (Item 03)","clym200203laff172-75_side1-03","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-25","02m 48s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bpv8d%2Faudiowaveform.dat","","","168.618667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpv8d/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bpv9x","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bpv9x-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pv/9x/21198=zz002bpv9x/ark%2B=21198=zz002bpv9x.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Bluegrass Banjo I.","1975 Folk Festival. Bluegrass Banjo I (Item 02)","clym200203laff174-75_side1-02","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-24","02m 42s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bpv9x%2Faudiowaveform.dat","","","162.645333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpv9x/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bpvbf","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bpvbf-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pv/bf/21198=zz002bpvbf/ark%2B=21198=zz002bpvbf.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Traditional Banjo","1975 Folk Festival. Traditional Banjo (Item 01)","clym200203laff173-75_side1-01","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-25","02m 30s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bpvbf%2Faudiowaveform.dat","","","150.869333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpvbf/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bpvcz","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bpvcz-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pv/cz/21198=zz002bpvcz/ark%2B=21198=zz002bpvcz.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Shape Note Singing.","1975 Folk Festival. Shape Note Singing (Item 09)","clym200203laff172-75_side1-09","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-25","03m 14s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bpvcz%2Faudiowaveform.dat","","","194.218667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpvcz/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bpvdg","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bpvdg-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/pv/dg/21198=zz002bpvdg/ark%2B=21198=zz002bpvdg.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Shape Note Singing.","1975 Folk Festival. Shape Note Singing (Item 06)","clym200203laff172-75_side1-06","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-04-25","04m 28s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bpvdg%2Faudiowaveform.dat","","","268.288","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bpvdg/manifest"
