"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Language","Subject","Name.repository","Name.creator","Title","Relation.rectoVerso","Date.creation","Relation.isPartOf","Alt ID.local","AltTitle.uniform","Description.note","Format.dimensions","Relation.textDirection","Description.abstract","Coverage.geographic","Relation.leafNumber","Date.normalized","Publisher.placeOfOrigin","Format.medium","Publisher.publisherName","Format.extent","Relation.pageNumber","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g2p","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g2p-1-master.tif","1","","","","","","","","","","pd","","","","","1","r","","","","","Bound in dark blue velvet over pasteboards, front and back detached, edges gilt, red watered silk endleaves. Top and other(?) margins trimmed.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g2p",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g36","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g36-1-master.tif","2","","","","","","","","","","pd","","","","","2","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g36",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g4q","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g4q-1-master.tif","3","","","","","","","","","","pd","","","","","3","r","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g4q",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g57","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g57-1-master.tif","4","","","","","","","","","","pd","","","","","4","v","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g57",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g6r","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g6r-1-master.tif","5","","","","","","","","","","pd","","","","","5","r","1523-28","Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","","[Table of the 92 chapters numbered in roman numerals .] La table des chappitres du livre de l’order du trescretien Roy de France Loys XI a l’honneur de saincte Michel. Et premierement.","","","","France (probably Paris)","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g6r",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g78","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g78-1-master.tif","6","","","","","","","","","","pd","","Manuscripts, Renaissance","","","6","v","1523-28","Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","","[Table of the 92 chapters numbered in roman numerals .] La table des chappitres du livre de l’order du trescretien Roy de France Loys XI a l’honneur de saincte Michel. Et premierement.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g78",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g8s","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g8s-1-master.tif","7","","","","","","","","","","pd","","","","","7","r","","Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","","[Table of the 92 chapters numbered in roman numerals .] La table des chappitres du livre de l’order du trescretien Roy de France Loys XI a l’honneur de saincte Michel. Et premierement.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g8s",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9g99","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9g99-1-master.tif","8","","","","","","","","","","pd","","","","","8","v","1523-28","Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","","[Table of the 92 chapters numbered in roman numerals .] La table des chappitres du livre de l’order du trescretien Roy de France Loys XI a l’honneur de saincte Michel. Et premierement.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9g99",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9gbt","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9gbt-1-master.tif","9","","","","","","","","","","pd","","","","","9","r","1523-28","Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","","[Table of the 92 chapters numbered in roman numerals .] La table des chappitres du livre de l’order du trescretien Roy de France Loys XI a l’honneur de saincte Michel. Et premierement.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9gbt",""
"Medieval and Renaissance Manuscripts","ark:/21198/zz000s9gcb","ark:/21198/zz000s9fhx","2","Completed","Page","medren/masters/21198-zz000s9gcb-1-master.tif","10","","","","","","","","","","pd","","","","","10","v","1523-28","Bound Manuscripts Collection (Collection 170). UCLA Library Special Collections, Charles E. Young Research Library, University of California, Los Angeles.","","","[Table of the 92 chapters numbered in roman numerals .] La table des chappitres du livre de l’order du trescretien Roy de France Loys XI a l’honneur de saincte Michel. Et premierement.","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s9gcb",""
