Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/z1j40j8f,ark:/21198/zz001nk179,,,Page,neuropsych\masters\21198-zz001nk179-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1df8gwk,ark:/21198/zz001nk179,,,Page,neuropsych\masters\21198-zz001nk179-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z18p7r8m,ark:/21198/zz001nk179,,,Page,neuropsych\masters\21198-zz001nk179-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z14x70j8,ark:/21198/zz001nk179,,,Page,neuropsych\masters\21198-zz001nk179-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z11567sd,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1wd5r77,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1rn50hw,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1mw47v2,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1h726gg,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1cg1ftn,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z17q0q57,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z13x9zc2,ark:/21198/zz001nk18t,,,Page,neuropsych\masters\21198-zz001nk18t-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,
