Project Name,Item Ark,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.creatorCorporate,Subject,Name.subject,Language,Name.photographer,Name.interviewer,Name.creator,Name.interviewee,Name.contributor,Publisher.publisherName,Format.extent,Relation.isPartOf,Title,Date.creation,Description.abstract,Coverage.geographic,Description.tableOfContents,Coverage.temporal,AltTitle.uniform,Description.note,Source,Alt ID.local,Publisher.placeOfOrigin,Format.medium,Description.biographicalNote,Format.dimensions,Relation.relatedTo,Relation.hasPart
Mental Health Archive,ark:/21198/z14b4rp5,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z10k410p,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1vt3hgj,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1r51g4d,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1md0qc7,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1gm9zmh,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1bv96z2,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1738g8h,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z13b7qhb,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1zk771f,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1tx55rg,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1q54dz5,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1kd3p7v,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1fn2xjk,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z19w25w4,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1641f4p,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z12f9cv5,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_025.tif,25,,,,,,,,,,,,,,,,,,,,,Page 25,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1xp8wbf,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_026.tif,26,,,,,,,,,,,,,,,,,,,,,Page 26,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1sx84kn,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_027.tif,27,,,,,,,,,,,,,,,,,,,,,Page 27,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1p57cv7,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_028.tif,28,,,,,,,,,,,,,,,,,,,,,Page 28,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1jd6n5c,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_029.tif,29,,,,,,,,,,,,,,,,,,,,,Page 29,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z1dn5wfn,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_030.tif,30,,,,,,,,,,,,,,,,,,,,,Page 30,,,,,,,,,,,,,,,
Mental Health Archive,ark:/21198/z18w54q9,ark:/21198/zz001dzmhp,,,Page,neuropsych\masters\21198-zz001dzmhp-1-master_031.tif,31,,,,,,,,,,,,,,,,,,,,,Page 31,,,,,,,,,,,,,,,
